jobID,  modelID,  status,  completionReason,  startTime,  endTime,  runtime(s),  expDesc,  numRecords,  modelParams|sensorParams|encoders|timestamp_weekend:radius,  modelParams|sensorParams|encoders|hourly_traffic_count:n,  modelParams|clParams|alpha,  modelParams|tpParams|minThreshold,  modelParams|tpParams|activationThreshold,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius,  modelParams|tpParams|pamLength,  modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius,  modelParams|sensorParams|encoders|_classifierInput|n,  modelParams|spParams|synPermInactiveDec,  multiStepBestPredictions:multiStep:errorMetric='aae':steps=[1]:window=1000:field=hourly_traffic_count,  multiStepBestPredictions:multiStep:errorMetric='altMAPE':steps=[1]:window=1000:field=hourly_traffic_count, 
1026,  18076,  completed,  eof,  2014-08-08 07:09:10,  2014-08-08 07:09:29,  19,  modelParams|sensorParams|encoders|hourly_traffic_count:n_272.modelParams|clParams|alpha_0.05005.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_3.modelParams|sensorParams|encoders|_classifierInput|n_275.modelParams|spParams|synPermInactiveDec_0.05015,  1570,  None,  272,  0.05005,  11,  14,  None,  3,  None,  275,  0.05015,  45.4537720146,  31.8000867623, 
1026,  18167,  completed,  eof,  2014-08-08 07:09:10,  2014-08-08 07:09:23,  13,  modelParams|clParams|alpha_0.05005.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_3.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_3.5.modelParams|sensorParams|encoders|_classifierInput|n_275.modelParams|spParams|synPermInactiveDec_0.05015,  1570,  None,  None,  0.05005,  11,  14,  None,  3,  3.5,  275,  0.05015,  84.5652218467,  59.1629973182, 
1026,  18248,  completed,  eof,  2014-08-08 07:09:10,  2014-08-08 07:09:22,  12,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_6.25.modelParams|clParams|alpha_0.05005.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_3.modelParams|sensorParams|encoders|_classifierInput|n_275.modelParams|spParams|synPermInactiveDec_0.05015,  1570,  None,  None,  0.05005,  11,  14,  6.25,  3,  None,  275,  0.05015,  37.6568505616,  26.3452528136, 
1026,  18319,  completed,  eof,  2014-08-08 07:09:10,  2014-08-08 07:09:21,  11,  modelParams|sensorParams|encoders|timestamp_weekend:radius_1.modelParams|clParams|alpha_0.05005.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_3.modelParams|sensorParams|encoders|_classifierInput|n_275.modelParams|spParams|synPermInactiveDec_0.05015,  1570,  1,  None,  0.05005,  11,  14,  None,  3,  None,  275,  0.05015,  93.6298573482,  65.5047415264, 
1026,  18380,  completed,  eof,  2014-08-08 07:09:10,  2014-08-08 07:09:21,  11,  modelParams|sensorParams|encoders|hourly_traffic_count:n_22.modelParams|clParams|alpha_0.0001.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|spParams|synPermInactiveDec_0.1,  1570,  None,  22,  0.0001,  9,  12,  None,  1,  None,  28,  0.1,  88.4086662772,  61.8519241319, 
1026,  18431,  completed,  eof,  2014-08-08 07:09:10,  2014-08-08 07:09:22,  12,  modelParams|clParams|alpha_0.0001.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_1.0.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|spParams|synPermInactiveDec_0.1,  1570,  None,  None,  0.0001,  9,  12,  None,  1,  1.0,  28,  0.1,  89.7524232729,  62.7920350877, 
1026,  18472,  completed,  eof,  2014-08-08 07:09:10,  2014-08-08 07:09:26,  16,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_0.5.modelParams|clParams|alpha_0.0001.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|spParams|synPermInactiveDec_0.1,  1570,  None,  None,  0.0001,  9,  12,  0.5,  1,  None,  28,  0.1,  38.3493325893,  26.8297228056, 
1026,  18503,  completed,  eof,  2014-08-08 07:09:11,  2014-08-08 07:09:21,  10,  modelParams|sensorParams|encoders|timestamp_weekend:radius_1.modelParams|clParams|alpha_0.0001.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|spParams|synPermInactiveDec_0.1,  1570,  1,  None,  0.0001,  9,  12,  None,  1,  None,  28,  0.1,  96.5518921782,  67.5490374561, 
1026,  18524,  completed,  eof,  2014-08-08 07:09:11,  2014-08-08 07:09:38,  27,  modelParams|sensorParams|encoders|hourly_traffic_count:n_521.modelParams|clParams|alpha_0.1.modelParams|tpParams|minThreshold_12.modelParams|tpParams|activationThreshold_16.modelParams|tpParams|pamLength_5.modelParams|sensorParams|encoders|_classifierInput|n_521.modelParams|spParams|synPermInactiveDec_0.0003,  1570,  None,  521,  0.1,  12,  16,  None,  5,  None,  521,  0.0003,  45.699425028,  31.9719490038, 
1026,  18535,  completed,  eof,  2014-08-08 07:09:11,  2014-08-08 07:09:33,  22,  modelParams|clParams|alpha_0.1.modelParams|tpParams|minThreshold_12.modelParams|tpParams|activationThreshold_16.modelParams|tpParams|pamLength_5.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_6.0.modelParams|sensorParams|encoders|_classifierInput|n_521.modelParams|spParams|synPermInactiveDec_0.0003,  1570,  None,  None,  0.1,  12,  16,  None,  5,  6.0,  521,  0.0003,  96.8841284909,  67.7814745696, 
1026,  18536,  completed,  eof,  2014-08-08 07:09:21,  2014-08-08 07:09:35,  14,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_12.0.modelParams|clParams|alpha_0.1.modelParams|tpParams|minThreshold_12.modelParams|tpParams|activationThreshold_16.modelParams|tpParams|pamLength_5.modelParams|sensorParams|encoders|_classifierInput|n_521.modelParams|spParams|synPermInactiveDec_0.0003,  1570,  None,  None,  0.1,  12,  16,  12.0,  5,  None,  521,  0.0003,  30.890653188,  21.6115276683, 
1026,  18537,  completed,  eof,  2014-08-08 07:09:21,  2014-08-08 07:09:34,  13,  modelParams|sensorParams|encoders|timestamp_weekend:radius_1.modelParams|clParams|alpha_0.1.modelParams|tpParams|minThreshold_12.modelParams|tpParams|activationThreshold_16.modelParams|tpParams|pamLength_5.modelParams|sensorParams|encoders|_classifierInput|n_521.modelParams|spParams|synPermInactiveDec_0.0003,  1570,  1,  None,  0.1,  12,  16,  None,  5,  None,  521,  0.0003,  88.8830379997,  62.1838011416, 
1026,  18538,  completed,  eof,  2014-08-08 07:09:22,  2014-08-08 07:09:38,  16,  modelParams|sensorParams|encoders|hourly_traffic_count:n_147.modelParams|clParams|alpha_0.025075.modelParams|tpParams|minThreshold_10.modelParams|tpParams|activationThreshold_13.modelParams|tpParams|pamLength_2.modelParams|sensorParams|encoders|_classifierInput|n_151.modelParams|spParams|synPermInactiveDec_0.075075,  1570,  None,  147,  0.025075,  10,  13,  None,  2,  None,  151,  0.075075,  41.7737461052,  29.2254898032, 
1026,  18539,  completed,  eof,  2014-08-08 07:09:22,  2014-08-08 07:09:34,  12,  modelParams|clParams|alpha_0.025075.modelParams|tpParams|minThreshold_10.modelParams|tpParams|activationThreshold_13.modelParams|tpParams|pamLength_2.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_4.75.modelParams|sensorParams|encoders|_classifierInput|n_151.modelParams|spParams|synPermInactiveDec_0.075075,  1570,  None,  None,  0.025075,  10,  13,  None,  2,  4.75,  151,  0.075075,  95.9168262522,  67.104736562, 
